member_id,plan_id,plan_type,valuation_date,status,age,gender,service_years,retirement_age_assumption,salary_current,salary_5y_avg,salary_growth_assumption,contribution_rate_employee,contribution_rate_employer,accrual_rate,benefit_formula,termination_rate,mortality_table,mortality_improvement_scale,discount_rate_base,inflation_assumption,expected_return_on_assets,asset_allocation_equity,asset_allocation_fixed_income,asset_allocation_alts,asset_allocation_cash,assets_market_value_member,liability_pv_member,funded_ratio_member,liability_duration,benefit_payments_next_year_member,probability_retirement_next_year,probability_mortality_next_year,scenario_id,shock_interest_rate_bps,shock_equity_return,shock_inflation_bps,surplus_change_scenario_member,VaR_95_member,CTE_99_member,country,currency
M01809,P001,DB,12/31/2025,Active,54,M,12,65,717230.4053,642174.663,0.056824232,0.080113871,0.040374758,0.013451777,final_average,0.01158294,VBT-2015,MI-2012,0.057705209,0.047411537,0.08115282,0.111342056,0.588098734,0.147365072,0.153194137,2122427.936,1836196.589,1.155882735,17.713529,0,0,0.0077,high_inflation,150,-0.05,300,382452.2599,158312.3882,269082.9407,IN,INR
M01810,P001,DB,12/31/2025,Active,39,M,8,64,826274.6748,765384.9184,0.039016085,0.027278647,0.032602663,0.015284317,final_average,0.093644563,VBT-2015,MP-2020,0.078172441,0.034543133,0.097764299,0.239044748,0.405836023,0.351493014,0.003626216,877618.792,930600.0046,0.943067685,9.943679922,0,0,0.0032,rate_down_100bps,-100,0,50,-74727.41978,98527.62001,167467.0064,IN,INR
M01811,P004,Hybrid,12/31/2025,Active,36,M,11,61,1368703.119,1266385.498,0.039612911,0.025646279,0.112557948,0.084173701,cash_balance,0.048914617,RP-2014,MI-2012,0.086747804,0.03638901,0.070430107,0.355377812,0.593428194,0.049884303,0.001309691,1636988.142,1590769.29,1.029054403,11.65229917,0,0,0.0023,high_inflation,150,-0.05,300,176096.7132,214674.5923,364881.5563,IN,INR
M01812,P005,DB,12/31/2025,Active,36,M,14,63,1304300.528,1176333.655,0.052988368,0.025123138,0.093073936,0.013685803,career_average,0.058299385,IALM_2012-14_Ultimate,MP-2020,0.082240548,0.036920297,0.069258531,0.270026557,0.567457773,0.142163191,0.020352479,4205396.977,3633380.76,1.157433601,16.12063239,0,0,0.0023,rate_up_100bps,100,0,-50,466404.6954,457149.5025,777015.203,IN,INR
M01813,P002,DB,12/31/2025,Active,26,F,16,64,1203616.153,1086688.581,0.052425717,0.061614563,0.135122655,0.017711535,final_average,0.128888889,IALM_2012-14_Ultimate,MP-2021,0.067928066,0.05197229,0.098423436,0.156920184,0.687629601,0.04182441,0.113625806,4775067.554,4638050.884,1.029541864,15.06101396,0,0,0.0005,rate_up_100bps,100,0,-50,534363.6016,409186.9221,695493.3946,IN,INR
M01814,P001,DB,12/31/2025,Active,49,F,10,66,590092.2143,524438.4004,0.060749169,0.081499939,0.089823948,0.021764916,final_average,0.155555556,RP-2014,MP-2021,0.071144046,0.045551159,0.084233756,0.399409919,0.422887704,0.153050499,0.024651877,1547277.983,1812014.157,0.8538995,15.87486774,0,0,0.0062,baseline,0,0,0,0,218394.2507,371203.8449,IN,INR
M01815,P001,DB,12/31/2025,Active,26,M,13,65,1419776.721,1262851.435,0.060312532,0.045226101,0.056618349,0.018272942,final_average,0.078968901,RP-2010,MP-2021,0.074806937,0.031436831,0.089410803,0.288358479,0.37348666,0.194764745,0.143390116,5605919.284,5055364.561,1.108905049,16.85188135,0,0,0.0005,high_inflation,150,-0.05,300,1040030.134,610064.6099,1036924.407,IN,INR
M01816,P006,DC,12/31/2025,Active,32,M,6,64,956220.4673,856149.9098,0.056827511,0.060294092,0.119908681,,account_balance,0.064789731,VBT-2015,None,0.073197865,0.055138951,0.093187829,0.394123188,0.263610527,0.203461919,0.138804365,1209335.771,1209335.771,1,11.45022136,0,0,0.0011,high_inflation,150,-0.05,300,159966.5476,167171.4781,284140.7007,IN,INR
M01817,P002,DB,12/31/2025,Active,23,M,16,64,1289769.043,1174405.855,0.047965223,0.097357955,0.065318863,0.011825585,career_average,0.018067461,RP-2010,MP-2021,0.08873891,0.049348993,0.063271612,0.317337316,0.519050903,0.114350671,0.04926111,4571704.727,3944507.584,1.159005181,17.7513746,0,0,0.0005,baseline,0,0,0,0,541605.703,920565.0733,IN,INR
M01818,P005,DB,12/31/2025,Active,43,M,23,63,677677.0629,596778.9327,0.065625615,0.011675404,0.142282774,0.019322893,final_average,0.033550452,VBT-2015,MP-2021,0.085467723,0.051994505,0.079392532,0.36519556,0.421370005,0.127390963,0.086043472,3318357.804,4199914.217,0.790101329,15.83532377,0,0,0.0044,equity_down_20,0,-0.2,0,-242369.9071,430107.0582,731051.2672,IN,INR
M01819,P004,Hybrid,12/31/2025,Active,42,M,17,61,2385013.701,2143214.844,0.05490314,0.048663268,0.060050867,0.053794186,cash_balance,0.021205826,VBT-2015,MI-2012,0.051741607,0.058123104,0.065604087,0.412576152,0.29346824,0.136733504,0.157222105,2460755.042,2608562.737,0.943337497,17.53051681,0,0,0.0041,baseline,0,0,0,0,347993.6279,591483.3943,IN,INR
M01820,P003,DC,12/31/2025,Active,41,M,7,63,1100607.829,962018.3624,0.06960794,0.046932592,0.078314557,,account_balance,0.133451165,IALM_2012-14_Ultimate,None,0.083430634,0.037805029,0.084972553,0.371090571,0.421032842,0.118391634,0.089484953,1122056.906,1122056.906,1,9.980354523,0,0,0.0038,rate_up_100bps,100,0,-50,88364.11678,147074.7336,249982.3435,IN,INR
M01821,P002,DB,12/31/2025,Active,34,F,6,60,815946.2092,722402.165,0.062774793,0.00981266,0.089198879,0.021795481,final_average,0.163027778,IALM_2012-14_Ultimate,MP-2020,0.054562438,0.047688252,0.098149283,0.192226795,0.630323288,0.095049993,0.082399924,1585080.253,1324564.947,1.196679903,14.02091999,0,0,0.0017,rate_up_100bps,100,0,-50,135760.5417,143744.6435,244322.2025,IN,INR
M01822,P001,DB,12/31/2025,Active,32,M,34,62,1316890.331,1237034.474,0.031772392,0.026820036,0.036061814,0.018348542,final_average,0.06,VBT-2015,MP-2021,0.077608381,0.052804453,0.06225014,0.39335329,0.087982359,0.407879107,0.110785244,13162615.74,12615822.98,1.043341823,16.34757351,0,0,0.0011,high_inflation,150,-0.05,300,2747837.645,2009584.211,3415682.343,IN,INR
M01823,P004,Hybrid,12/31/2025,Active,49,F,22,63,1448626.178,1332092.848,0.042823756,0.002844121,0.034369407,0.115013329,cash_balance,0.080955781,IALM_2012-14_Ultimate,MP-2021,0.061426001,0.045383753,0.070964188,0.202558023,0.69222981,0.077066913,0.028145255,4663137.479,5218711.757,0.893541873,9.80311864,0,0,0.0062,baseline,0,0,0,0,450681.9242,766022.2858,IN,INR
M01824,P005,DB,12/31/2025,Active,38,M,16,63,1309733.838,1181488.223,0.052875029,0.087695429,0.089521745,0.024955203,final_average,0.023287746,IALM_2012-14_Ultimate,MP-2021,0.080935336,0.044582095,0.099987261,0.360044533,0.294422061,0.236467307,0.1090661,7122651.052,6306690.816,1.129380092,13.36875786,0,0,0.0029,equity_down_20,0,-0.2,0,-512894.3146,930264.8958,1581167.568,IN,INR
M01825,P004,Hybrid,12/31/2025,Active,47,F,23,60,629284.0927,561268.4988,0.058858782,0.060784953,0.055812826,0.060990169,cash_balance,0.034791938,IAM-2012,MP-2021,0.05034425,0.057861725,0.0602195,0.381041184,0.403580524,0.142094622,0.073283669,1110392.86,1147363.638,0.967777628,16.17919556,0,0,0.0056,baseline,0,0,0,0,149349.6764,253849.0548,IN,INR
M01826,P003,DC,12/31/2025,Active,35,M,10,64,1646562.558,1487769.471,0.05201346,0.08586379,0.118164331,,account_balance,0.119887629,IAM-2012,MP-2020,0.065290872,0.037308093,0.065582237,0.326578006,0.487101643,0.170626431,0.015693921,4170235.04,4170235.04,1,9.444594254,0,0,0.002,baseline,0,0,0,0,510579.8533,867830.5592,IN,INR
M01827,P001,DB,12/31/2025,Active,46,F,16,64,843076.4207,748293.1581,0.061445217,0.052155445,0.065526829,0.015220949,career_average,0.12240576,VBT-2015,MP-2021,0.050860893,0.049586539,0.063230851,0.406915085,0.373410698,0.215241253,0.004432965,3205277.41,2817006.692,1.137830953,15.45803894,0,0,0.0053,baseline,0,0,0,0,465440.7025,791107.7229,IN,INR
M01828,P006,DC,12/31/2025,Deferred,57,F,20,61,977503.844,901491.308,0.041306226,0.062581685,0.122338444,,account_balance,0.091443359,IALM_2012-14_Ultimate,MP-2021,0.088141201,0.059108648,0.090562532,0.205800069,0.291774235,0.392350249,0.110075446,7933803.783,7933803.783,1,17.71588477,0,0,0.0086,equity_down_20,0,-0.2,0,-326555.4736,847674.375,1440788.786,IN,INR
M01829,P005,DB,12/31/2025,Active,50,M,9,67,364419.507,338645.7006,0.037356482,0.070085448,0.077314644,0.010739546,career_average,0.084287169,IAM-2012,MP-2021,0.050614597,0.036599615,0.090037174,0.301981618,0.50339448,0.188485688,0.006138215,340249.8909,311134.5184,1.093578085,9.505483451,0,0,0.0065,high_inflation,150,-0.05,300,26378.80584,39859.79153,67749.53016,IN,INR
M01830,P002,DB,12/31/2025,Active,40,M,14,61,799048.7352,750035.8529,0.032156667,0.090801163,0.046256336,0.01371833,final_average,0.012041354,RP-2010,MP-2021,0.056211597,0.043872354,0.091103393,0.347775955,0.311480915,0.042895299,0.297847831,2672832.872,2486490.011,1.074942131,17.26137611,0,0,0.0035,baseline,0,0,0,0,317745.6739,540071.0664,IN,INR
M01831,P006,DC,12/31/2025,Active,47,F,19,66,796787.6865,718689.8494,0.05293255,0.117918248,0.094756497,,account_balance,0.078195394,VBT-2015,None,0.071570911,0.059263119,0.090994252,0.54192148,0.319091528,0.026491687,0.112495305,6642390.838,6642390.838,1,12.77264376,0,0,0.0056,baseline,0,0,0,0,1203185.479,2045049.604,IN,INR
M01832,P004,Hybrid,12/31/2025,Active,42,M,5,60,1205944.368,1078277.14,0.057543981,0.033094839,0.115239959,0.115316659,cash_balance,0.127074517,VBT-2015,None,0.075846044,0.031075624,0.093408811,0.193402129,0.551954082,0.054729405,0.199914385,644381.2137,702278.4324,0.917558028,9.217925057,0,0,0.0041,baseline,0,0,0,0,54464.73099,92573.48806,IN,INR
M01833,P004,Hybrid,12/31/2025,Active,44,M,8,66,777432.1504,714587.7753,0.043045989,0.070902619,0.111064699,0.079864473,cash_balance,0.083316996,RP-2010,MP-2021,0.07915965,0.048895637,0.090915167,0.19954838,0.705633272,0.069484608,0.02533374,553595.0383,559406.783,0.989610879,12.13314814,0,0,0.0047,rate_down_100bps,-100,0,50,-48341.89978,53527.18391,90979.94298,IN,INR
M01834,P005,DB,12/31/2025,Active,41,M,19,60,474624.5549,426796.9565,0.054543367,0.095835056,0.077251431,0.010060849,flat,0.028066213,VBT-2015,MP-2020,0.059876094,0.042136242,0.079341858,0.505000671,0.35819614,0.011540496,0.125262693,1086658.06,957509.9955,1.134879077,11.73636945,0,0,0.0038,high_inflation,150,-0.05,300,111934.4593,184615.409,313790.0812,IN,INR
M01835,P005,DB,12/31/2025,Active,42,F,12,65,1098800.461,1031541.763,0.032086289,0.098080743,0.046511538,0.015854985,final_average,0.062953077,IALM_2012-14_Ultimate,MP-2021,0.0620398,0.053132762,0.089819376,0.481195093,0.478431107,0.036618075,0.003755724,2502597.551,2206090.137,1.134404034,11.24059675,0,0,0.0041,baseline,0,0,0,0,413838.8075,703400.1859,IN,INR
M01836,P004,Hybrid,12/31/2025,Active,46,F,11,63,879674.1207,822819.3243,0.033971734,0.063810301,0.089938413,0.091802205,cash_balance,0.012074494,IAM-2012,MI-2012,0.059596116,0.03969722,0.08390466,0.329159107,0.483664112,0.173318297,0.013858484,917079.5504,1027381.15,0.892638093,16.45812501,0,0,0.0053,equity_down_20,0,-0.2,0,-60373.01717,112979.2704,192030.4194,IN,INR
M01837,P001,DB,12/31/2025,Active,34,M,10,65,709384.1066,633654.4597,0.058070191,0.019359848,0.136851811,0.013083126,career_average,0.068758466,RP-2014,MP-2021,0.059762913,0.041186501,0.074660903,0.567974026,0.372106482,0.050617097,0.009302395,1008320.846,1083628.933,0.930503805,13.07123394,0,0,0.0017,rate_down_100bps,-100,0,50,-122883.5368,192287.2779,326829.9265,IN,INR
M01838,P002,DB,12/31/2025,Active,34,M,20,63,1024163.62,938355.0794,0.044722788,0.011920891,0.086246742,0.009709624,flat,0.018591244,IAM-2012,MP-2021,0.081271717,0.045469105,0.093462986,0.315927609,0.681300047,0.000976396,0.001795947,2052912.818,2145299.955,0.956935096,11.77303371,0,0,0.0017,baseline,0,0,0,0,254141.9639,431964.0918,IN,INR
M01839,P006,DC,12/31/2025,Active,30,F,6,61,442022.8117,395744.7998,0.056853361,0.112600508,0.167613884,,account_balance,0.043256024,RP-2010,MP-2020,0.087919952,0.040376463,0.091521587,0.379239305,0.360083483,0.246841817,0.013835395,865274.4751,865274.4751,1,11.79097507,0,0,0.0005,baseline,0,0,0,0,119911.3257,203812.8065,IN,INR
M01840,P002,DB,12/31/2025,Active,28,F,8,65,1301732.869,1151425.103,0.063268845,0.043392769,0.041166396,0.015885707,career_average,0.050453705,RP-2014,MP-2021,0.073832117,0.037787229,0.066939658,0.236038639,0.590643763,0.10924758,0.064070018,2535373.673,2623539.627,0.966394274,17.92897266,0,0,0.0005,baseline,0,0,0,0,252205.7383,428673.0969,IN,INR
M01841,P003,DC,12/31/2025,Active,32,F,4,61,906855.9097,800883.6054,0.064104897,0.103066192,0.14372976,,account_balance,0.036519441,IALM_2012-14_Ultimate,MP-2021,0.056297224,0.040660013,0.060977138,0.575354773,0.252030625,0.16813215,0.004482453,889978.424,889978.424,1,14.5693638,0,0,0.0011,baseline,0,0,0,0,172462.2872,293133.4681,IN,INR
M01842,P003,DC,12/31/2025,Active,46,M,9,67,873020.6744,812011.0064,0.036886706,0.078015133,0.115679667,,account_balance,0.061292124,IALM_2012-14_Ultimate,None,0.052617313,0.05723853,0.072638994,0.371569854,0.524684455,0.102635116,0.001110576,1940722.765,1940722.765,1,9.374352215,0,0,0.0053,high_inflation,150,-0.05,300,160469.5476,260639.1674,443007.363,IN,INR
M01843,P003,DC,12/31/2025,Active,35,M,12,61,1511722.139,1372610.421,0.049451423,0.064650113,0.15077767,,account_balance,0.088994181,IAM-2012,MP-2020,0.059567063,0.04028026,0.0761507,0.541873832,0.279165819,0.166751885,0.012208464,5511487.201,5511487.201,1,16.99127936,0,0,0.002,equity_down_20,0,-0.2,0,-597306.1382,1010652.113,1717801.403,IN,INR
M01844,P004,Hybrid,12/31/2025,Active,49,M,3,64,773654.5266,689385.7993,0.059357069,0.07295711,0.065442289,0.069177404,cash_balance,0.136043146,VBT-2015,MI-2012,0.057111777,0.056982971,0.066974302,0.281107895,0.565253737,0.075315433,0.078322935,145866.2236,151240.7288,0.964463903,15.54015931,0,0,0.0062,high_inflation,150,-0.05,300,27020.51084,15904.54474,27032.89185,IN,INR
M01845,P006,DC,12/31/2025,Active,44,F,6,65,1106149.046,982689.382,0.060959224,0.080165729,0.066456135,,account_balance,0.083430168,VBT-2015,MP-2021,0.073140847,0.03615059,0.094205051,0.361165728,0.514239282,0.005003505,0.119591484,1132563.063,1132563.063,1,10.90552858,0,0,0.0047,baseline,0,0,0,0,146359.3508,248766.4103,IN,INR
M01846,P002,DB,12/31/2025,Active,24,M,12,63,928863.7878,824526.222,0.061387039,0.008773466,0.051308188,0.016748085,final_average,0.116870601,RP-2010,MP-2021,0.077917227,0.050165424,0.061343223,0.216618887,0.695068168,0.06796308,0.020349866,1317282.679,1660764.791,0.793178352,10.02206565,0,0,0.0005,rate_down_100bps,-100,0,50,-120662.8747,131501.3314,223512.2934,IN,INR
M01847,P001,DB,12/31/2025,Active,51,M,14,62,4185665.457,3876390.42,0.039126693,0.03387488,0.094204475,0.023709799,final_average,0.080253636,VBT-2015,None,0.050183631,0.052348872,0.079344757,0.497971563,0.328214749,0.143977096,0.029836592,18445495.16,15948265.79,1.156583129,12.39452946,0,0,0.0068,high_inflation,150,-0.05,300,2051745.882,3124786.475,5311187.225,IN,INR
M01848,P002,DB,12/31/2025,Deferred,52,M,26,65,1226628.373,1139116.668,0.037701393,0.014993069,0.115620513,0.013147659,flat,0.059087216,IALM_2012-14_Ultimate,MP-2021,0.067584815,0.033340975,0.062219096,0.197419906,0.718626806,0.083949998,3.29E-06,4663674.978,4233329.455,1.101656516,10.87156504,0,0,0.0071,rate_up_100bps,100,0,-50,292657.0723,455135.5231,773592.0502,IN,INR
M01849,P006,DC,12/31/2025,Active,34,M,15,65,589096.0017,530681.7346,0.053600499,0.076528074,0.070564921,,account_balance,0.071096818,RP-2014,MP-2021,0.07491917,0.046319583,0.08146549,0.131018422,0.468281603,0.399677695,0.00102228,2106746.976,2106746.976,1,15.31646493,0,0,0.0017,baseline,0,0,0,0,212968.2296,361981.2584,IN,INR
M01850,P004,Hybrid,12/31/2025,Active,48,F,10,67,2166221.624,1929227.241,0.059643432,0.047711303,0.034788281,0.100867921,cash_balance,0.046633204,IAM-2012,MP-2020,0.057715027,0.030392598,0.07854597,0.329612229,0.484218308,0.051717099,0.134452365,2247259.027,2346201.838,0.957828517,10.56878116,0,0,0.0059,baseline,0,0,0,0,267348.107,454410.521,IN,INR
M01851,P002,DB,12/31/2025,Active,35,M,11,63,1574340.687,1447855.913,0.042765581,0.000427512,0.057331058,0.012961032,final_average,0.125140105,IAM-2012,None,0.086038833,0.057846783,0.091206088,0.118034241,0.490232075,0.382921235,0.008812449,3334951.118,2830817.257,1.178087745,13.71368614,0,0,0.002,rate_down_100bps,-100,0,50,-306464.3934,326124.8626,554313.1403,IN,INR
M01852,P005,DB,12/31/2025,Active,45,F,12,64,1004733.402,939402.4291,0.034188206,0.097571057,0.138216976,0.014473295,career_average,0.060656419,IAM-2012,MP-2020,0.071960491,0.045727863,0.087587,0.648042281,0.294585987,0.051420984,0.005950749,2388585.623,2403904.857,0.993627354,14.733873,0,0,0.005,baseline,0,0,0,0,514545.8927,874571.6206,IN,INR
M01853,P006,DC,12/31/2025,Active,31,F,8,63,808715.5617,721563.7483,0.058669855,0.056816097,0.169890333,,account_balance,0.164444444,VBT-2015,MI-2012,0.063815911,0.03110298,0.093758215,0.326562339,0.556093636,0.116745012,0.000599012,1872896.775,1872896.775,1,15.02145198,0,0,0.0008,high_inflation,150,-0.05,300,313310.6086,230044.4569,391005.6544,IN,INR
M01854,P005,DB,12/31/2025,Active,26,M,12,62,542059.2052,499253.7796,0.041987913,0.025820439,0.12785295,0.016237129,career_average,0.035543724,RP-2014,MP-2020,0.050747025,0.050496687,0.081773861,0.166302025,0.637320795,0.182197002,0.014180178,1199735.416,1545905.855,0.776072755,15.89173102,0,0,0.0005,equity_down_20,0,-0.2,0,-39903.68573,108931.7194,185150.8131,IN,INR
M01855,P006,DC,12/31/2025,Active,40,F,8,65,1195101.948,1112082.156,0.036654509,0.079036884,0.127335967,,account_balance,0.164444444,VBT-2015,None,0.069372275,0.056571227,0.092897485,0.182471073,0.408451018,0.102612568,0.30646534,2619371.679,2619371.679,1,13.52625414,0,0,0.0035,baseline,0,0,0,0,197148.3359,335092.2475,IN,INR
M01856,P002,DB,12/31/2025,Active,43,F,13,63,726635.0465,677131.7493,0.035908941,0.01588159,0.143232251,0.013879106,final_average,0.052453092,VBT-2015,MI-2012,0.063437841,0.052125635,0.088765421,0.206312499,0.70326285,0.084061065,0.006363587,1264324.356,1331681.946,0.949419161,10.89989966,0,0,0.0044,baseline,0,0,0,0,124525.7037,211655.8465,IN,INR
M01857,P005,DB,12/31/2025,Active,40,F,10,63,662657.9603,609616.892,0.042596382,0.099913708,0.139096089,0.013630125,career_average,0.03491706,IALM_2012-14_Ultimate,MP-2020,0.088781852,0.03401225,0.091180035,0.33012196,0.473580688,0.018676816,0.177620535,844321.5228,1001713.737,0.842877053,12.05554351,0,0,0.0035,high_inflation,150,-0.05,300,137217.5216,99912.68053,169821.1883,IN,INR
M01858,P003,DC,12/31/2025,Active,32,M,9,63,1395738.593,1257083.875,0.053707123,0.094059093,0.097481537,,account_balance,0.077149917,IALM_2012-14_Ultimate,None,0.065150199,0.046196634,0.084027085,0.406339156,0.477370931,0.115423289,0.000866624,3115647.23,3115647.23,1,12.41731073,0,0,0.0011,rate_down_100bps,-100,0,50,-312513.6267,447298.1935,760270.9721,IN,INR
M01859,P005,DB,12/31/2025,Active,40,M,9,65,1973278.863,1809288.785,0.04433609,0.04055135,0.068192883,0.013501593,career_average,0.066010347,VBT-2015,MP-2021,0.086840297,0.051992956,0.088783047,0.130325009,0.400278009,0.384976856,0.084420127,4003896.501,3338882.882,1.199172491,15.18678229,0,0,0.0035,baseline,0,0,0,0,383546.3437,651912.2048,IN,INR
M01860,P005,DB,12/31/2025,Active,47,M,16,67,794665.9684,747848.2595,0.030826474,0.087135592,0.102200254,0.014223065,final_average,0.128888889,RP-2010,MP-2020,0.077442175,0.054017102,0.076068599,0.358730452,0.574158351,0.067007055,0.000104142,2006660.457,2490270.252,0.805800276,14.63254301,0,0,0.0056,high_inflation,150,-0.05,300,424181.7236,264054.3335,448812.1073,IN,INR
M01861,P005,DB,12/31/2025,Active,44,F,15,65,1415016.935,1323806.308,0.033876337,0.06418875,0.110986522,0.014599113,career_average,0.035732461,RP-2010,MI-2012,0.052958522,0.03048006,0.063399282,0.203261784,0.570576452,0.201241592,0.024920173,3462936.973,3900610.996,0.88779347,13.45520955,0,0,0.0047,equity_down_20,0,-0.2,0,-140776.5492,332545.5699,565226.3911,IN,INR
M01862,P004,Hybrid,12/31/2025,Active,46,F,9,64,1083274.122,998434.6398,0.04162013,0.036869441,0.089802611,0.078322203,cash_balance,0.102876381,RP-2010,None,0.087308819,0.038512184,0.076663415,0.355069283,0.333912092,0.302788902,0.008229723,922405.3294,904702.4699,1.019567604,13.26033297,0,0,0.0053,baseline,0,0,0,0,124798.0784,212118.8007,IN,INR
M01863,P001,DB,12/31/2025,Active,37,F,16,65,1157152.541,1036915.933,0.056388179,0.089832844,0.128673987,0.019145302,final_average,0.128888889,VBT-2015,MP-2021,0.056737937,0.056539313,0.066936016,0.532718047,0.23041467,0.231136698,0.005730584,2577633.792,3030671.982,0.850515598,9.541423779,0,0,0.0026,rate_up_100bps,100,0,-50,259473.0252,470490.717,799691.2127,IN,INR
M01864,P003,DC,12/31/2025,Active,56,M,10,65,681206.3236,637217.2001,0.033940603,0.062017594,0.063442269,,account_balance,0.043678921,RP-2014,MP-2021,0.067920943,0.037752956,0.085175171,0.557052601,0.244145478,0.18787637,0.010925551,1203071.781,1203071.781,1,15.20686278,0,0,0.0083,rate_down_100bps,-100,0,50,-168263.2481,226816.9727,385519.9123,IN,INR
M01865,P006,DC,12/31/2025,Active,32,M,10,61,894878.2806,807942.7791,0.052426274,0.105621944,0.069375725,,account_balance,0.023291321,RP-2010,None,0.086920161,0.044175964,0.070529694,0.314990432,0.567548263,0.059603324,0.057857981,1987954.58,1987954.58,1,16.23714882,0,0,0.0011,baseline,0,0,0,0,235359.0805,400038.8992,IN,INR
M01866,P006,DC,12/31/2025,Active,49,M,8,61,601097.9154,561353.2142,0.034795435,0.064658884,0.068363494,,account_balance,0.019019379,IALM_2012-14_Ultimate,MP-2021,0.083140395,0.050899956,0.09832566,0.216270354,0.533829408,0.113493022,0.136407216,869311.504,869311.504,1,16.99704675,0,0,0.0062,rate_up_100bps,100,0,-50,124554.0804,79416.35897,134983.6715,IN,INR
M01867,P001,DB,12/31/2025,Deferred,56,M,25,60,567974.1541,526677.9899,0.038464613,0.09223985,0.059602064,0.016916153,final_average,0.036916365,IAM-2012,None,0.069503272,0.059567962,0.070847747,0.343954434,0.500593346,0.141855136,0.013597084,1637485.515,2045567.437,0.800504293,9.183897563,0,0,0.0083,rate_down_100bps,-100,0,50,-146877.1003,207326.5766,352392.1629,IN,INR
M01868,P001,DB,12/31/2025,Active,49,F,23,64,1243230.576,1156347.512,0.036887541,0.049646088,0.082781369,0.01704951,final_average,0.060249429,IAM-2012,None,0.058276822,0.042775811,0.063925308,0.334904849,0.607812464,0.053662746,0.003619941,7067097.655,7651180.439,0.923661089,16.87331195,0,0,0.0062,rate_up_100bps,100,0,-50,1076234.042,889769.5813,1512337.841,IN,INR
M01869,P001,DB,12/31/2025,Active,42,M,7,66,777679.6754,729224.9585,0.032689145,0.07336124,0.145648026,0.014253648,final_average,0.168888889,VBT-2015,MP-2021,0.070370442,0.045110239,0.095224938,0.466538493,0.337153739,0.133139516,0.063168253,1416379.492,1228476.315,1.152956288,16.88422744,0,0,0.0041,baseline,0,0,0,0,225550.1992,383366.7823,IN,INR
M01870,P005,DB,12/31/2025,Active,39,M,9,63,652269.2092,583979.4307,0.056853193,0.097110374,0.105105117,0.017011428,final_average,0.068673034,IAM-2012,None,0.071905375,0.046758887,0.076576453,0.428156321,0.428395265,0.139993442,0.003454973,1351295.828,1338273.278,1.00973086,14.96800712,0,0,0.0032,equity_down_20,0,-0.2,0,-115713.17,202216.3766,343706.3762,IN,INR
M01871,P005,DB,12/31/2025,Active,54,M,13,63,571329.2953,519660.4726,0.048536142,0.069041414,0.143886868,0.024980452,final_average,0.016969993,VBT-2015,None,0.089877465,0.037024962,0.074231465,0.250206074,0.557779088,0.166739574,0.025275264,2108041.218,1941872.364,1.08557146,11.50687377,0,0,0.0077,rate_down_100bps,-100,0,50,-164657.7362,219990.6437,373917.2279,IN,INR
M01872,P002,DB,12/31/2025,Active,30,M,15,66,498230.4939,440723.2327,0.063242138,0.010243869,0.116692968,0.020358365,final_average,0.016831895,IAM-2012,MP-2021,0.082961251,0.041060351,0.095415534,0.186582912,0.370149547,0.401379757,0.041887785,2013241.434,2292315.412,0.878256728,17.03233843,0,0,0.0005,equity_down_20,0,-0.2,0,-75127.2898,214777.779,365056.9424,IN,INR
M01873,P003,DC,12/31/2025,Active,34,M,5,66,408242.503,381869.0057,0.033955634,0.092404721,0.060968771,,account_balance,0.082117085,RP-2014,MP-2020,0.084452681,0.043033989,0.08613819,0.643584888,0.301698811,0.012340583,0.042375719,360037.2477,360037.2477,1,12.12755377,0,0,0.0017,rate_up_100bps,100,0,-50,38232.57033,76989.6661,130859.0313,IN,INR
M01874,P005,DB,12/31/2025,Active,40,M,6,65,1035013.636,964724.2963,0.035789317,0.059509644,0.101022861,0.022913812,final_average,0.173333333,RP-2014,None,0.089447497,0.030579702,0.081286865,0.098942467,0.390469551,0.479804968,0.030783014,2173802.35,1887279.152,1.151818133,14.22932612,0,0,0.0035,baseline,0,0,0,0,233274.6397,396495.9833,IN,INR
M01875,P005,DB,12/31/2025,Active,56,M,1,62,301841.9558,277861.8186,0.042258309,0.027555582,0.047065031,0.010810346,flat,0.090709607,RP-2014,MP-2021,0.070932774,0.030228435,0.073085152,0.478474339,0.3135632,0.027259707,0.180702754,39046.10993,38954.71183,1.002346266,12.96855334,0,0,0.0083,baseline,0,0,0,0,6268.823229,10655.09407,IN,INR
M01876,P003,DC,12/31/2025,Active,48,M,15,61,1217236.431,1082040.032,0.060634639,0.061075473,0.17975285,,account_balance,0.029790708,RP-2014,MP-2021,0.07340906,0.036729259,0.071699766,0.187007054,0.571405658,0.067649249,0.173938039,6570382.714,6570382.714,1,16.9735236,0,0,0.0059,baseline,0,0,0,0,555676.701,944481.4931,IN,INR
M01877,P004,Hybrid,12/31/2025,Active,34,M,4,60,1213383.858,1117045.283,0.042230353,0.040535203,0.060319944,0.107643491,cash_balance,0.101985989,RP-2010,MP-2020,0.068177769,0.045366703,0.08318045,0.567539666,0.335160907,0.095804216,0.001495211,492868.7131,525182.113,0.93847201,11.32257741,0,0,0.0017,baseline,0,0,0,0,93925.48054,159644.7681,IN,INR
